protein_id	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_002916846.1	S	"Hydrolyzes cAMP to 5'-AMP. Plays an important regulatory role in modulating the intracellular concentration of cAMP, thereby influencing cAMP-dependent processes"	cpdA	"GO:0003674,GO:0003824,GO:0004112,GO:0004114,GO:0004115,GO:0005488,GO:0005506,GO:0008081,GO:0008150,GO:0008198,GO:0009987,GO:0016043,GO:0016787,GO:0016788,GO:0042545,GO:0042578,GO:0043167,GO:0043169,GO:0045229,GO:0046872,GO:0046914,GO:0071554,GO:0071555,GO:0071840"	3.1.4.53	ko:K03651	"ko00230,ko02025,map00230,map02025"	-	R00191	RC00296	"ko00000,ko00001,ko01000"	-	-	-	Metallophos
WP_002916847.1	S	protein conserved in bacteria	yqiB	-	-	ko:K09920	-	-	-	-	ko00000	-	-	-	DUF1249
WP_002916852.1	P	Mediates zinc uptake. May also transport other divalent cations	zupT	"GO:0000041,GO:0003674,GO:0005215,GO:0005381,GO:0005384,GO:0005385,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006824,GO:0006826,GO:0006828,GO:0006829,GO:0008150,GO:0008324,GO:0015075,GO:0015086,GO:0015087,GO:0015093,GO:0015318,GO:0015684,GO:0015691,GO:0016020,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0034755,GO:0044464,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055085,GO:0070574,GO:0070838,GO:0071421,GO:0071577,GO:0071944,GO:0072509,GO:0072511,GO:0098655,GO:0098660,GO:0098662,GO:1903874"	-	ko:K07238	-	-	-	-	"ko00000,ko02000"	2.A.5.5	-	iECIAI39_1322.ECIAI39_3536	Zip
WP_002916856.1	S	protein conserved in bacteria	yqiC	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464"	-	ko:K09806	-	-	-	-	ko00000	-	-	-	BMFP
WP_002916857.1	S	"Major determinant of cell surface composition. Negatively regulates motility, adhesion and synthesis of biofilm exopolysaccharides"	glgS	"GO:0006109,GO:0008150,GO:0009893,GO:0010675,GO:0010676,GO:0019222,GO:0031323,GO:0031325,GO:0032879,GO:0040012,GO:0040013,GO:0043900,GO:0043901,GO:0045913,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051270,GO:0051271,GO:0065007,GO:0080090,GO:1900190,GO:1900191,GO:1900231,GO:1900232,GO:1902021,GO:1902201,GO:2000145,GO:2000146"	-	-	-	-	-	-	-	-	-	-	GlgS
WP_002916858.1	H	"Catalyzes the ADP transfer from ATP to D-glycero-beta-D- manno-heptose 1-phosphate, yielding ADP-D-glycero-beta-D-manno- heptose"	hldE	"GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006629,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008219,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0012501,GO:0016051,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016779,GO:0019200,GO:0033692,GO:0033785,GO:0033786,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046401,GO:0046835,GO:0070566,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509"	"2.7.1.167,2.7.7.70"	"ko:K03272,ko:K21344"	"ko00540,ko01100,map00540,map01100"	M00064	"R05644,R05646"	"RC00002,RC00078"	"ko00000,ko00001,ko00002,ko01000,ko01005"	-	-	"iECH74115_1262.ECH74115_4363,iECSP_1301.ECSP_4025,iECs_1301.ECs3935,iPC815.YPO0654,iZ_1308.Z4405"	"CTP_transf_like,PfkB"
WP_002916862.1	T	sh3 domain protein	ygiM	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0071944"	-	ko:K07184	-	-	-	-	ko00000	-	-	-	SH3_3
WP_002916864.1	F	"Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate. Also shows phosphatase, 2'- nucleotidase and 2',3'-cyclic phosphodiesterase activities. These phosphohydrolase activities are probably involved in the repair of the tRNA 3'-CCA terminus degraded by intracellular RNases"	cca	"GO:0001680,GO:0003674,GO:0003824,GO:0004652,GO:0004810,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016437,GO:0016740,GO:0016772,GO:0016779,GO:0031123,GO:0034470,GO:0034641,GO:0034660,GO:0042245,GO:0042780,GO:0043170,GO:0043628,GO:0044237,GO:0044238,GO:0046483,GO:0070566,GO:0070567,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1990817"	2.7.7.72	ko:K00974	"ko03013,map03013"	-	"R09382,R09383,R09384,R09386"	RC00078	"ko00000,ko00001,ko01000,ko03016"	-	-	-	"HD,PolyA_pol,PolyA_pol_RNAbd"
WP_002916871.1	E	Belongs to the urease gamma subunit family	ureA	-	3.5.1.5	"ko:K01430,ko:K14048"	"ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120"	-	R00131	"RC02798,RC02806"	"ko00000,ko00001,ko01000"	-	-	"iECH74115_1262.ECH74115_1321,iECO103_1326.ECO103_3797,iECO111_1330.ECO111_1227,iECO26_1355.ECO26_1280,iECSP_1301.ECSP_1249,iECs_1301.ECs1322,iUMNK88_1353.UMNK88_1199,iZ_1308.Z1143,iZ_1308.Z1582"	Urease_gamma
WP_002916872.1	E	Belongs to the urease beta subunit family	ureB	"GO:0003674,GO:0003824,GO:0006807,GO:0008150,GO:0008152,GO:0009039,GO:0016787,GO:0016810,GO:0016811"	3.5.1.5	ko:K01429	"ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120"	-	R00131	"RC02798,RC02806"	"ko00000,ko00001,ko01000"	-	-	"iECH74115_1262.ECH74115_1322,iECO103_1326.ECO103_3798,iECO111_1330.ECO111_1228,iECSP_1301.ECSP_1250,iECs_1301.ECs1323,iUMNK88_1353.UMNK88_1200,iZ_1308.Z1144,iZ_1308.Z1583"	Urease_beta
WP_002916875.1	O	Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly	ureE	-	-	ko:K03187	-	-	-	-	ko00000	-	-	-	"UreE_C,UreE_N"
WP_002916877.1	KO	"Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG"	ureG	-	-	ko:K03189	-	-	-	-	ko00000	-	-	-	cobW
WP_002917636.1	L	"Excises ethenocytosine and uracil, which can arise by alkylation or deamination of cytosine, respectively, from the corresponding mispairs with guanine in ds-DNA. It is capable of hydrolyzing the carbon-nitrogen bond between the sugar-phosphate backbone of the DNA and the mispaired base. The complementary strand guanine functions in substrate recognition. Required for DNA damage lesion repair in stationary-phase cells"	mug	-	3.2.2.28	ko:K03649	"ko03410,map03410"	-	-	-	"ko00000,ko00001,ko01000,ko03400"	-	-	-	UDG
WP_002917651.1	S	Acid-resistance membrane protein	hdeD	"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009268,GO:0009628,GO:0016020,GO:0044464,GO:0050896,GO:0071944"	-	ko:K21908	-	-	-	-	ko00000	9.B.36.1.1	-	-	DUF308
WP_002917655.1	M	"Required for optimal acid stress protection, which is important for survival of enteric bacteria in the acidic environment of the host stomach. Exhibits a chaperone-like activity at acidic pH by preventing the aggregation of many different periplasmic proteins"	hdeB	-	-	ko:K19778	-	-	-	-	"ko00000,ko03110"	-	-	-	HdeA
WP_002917658.1	U	Belongs to the MIP aquaporin (TC 1.A.8) family	glpF	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009987,GO:0010035,GO:0010038,GO:0015144,GO:0015166,GO:0015168,GO:0015254,GO:0015267,GO:0015318,GO:0015791,GO:0015793,GO:0015850,GO:0016020,GO:0022803,GO:0022857,GO:0034219,GO:0042221,GO:0044464,GO:0046689,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0070887,GO:0071241,GO:0071248,GO:0071288,GO:0071702,GO:0071944,GO:1901618"	-	ko:K02440	-	-	-	-	"ko00000,ko02000"	"1.A.8.1,1.A.8.2"	-	"iAF1260.b3927,iAPECO1_1312.APECO1_2542,iB21_1397.B21_03761,iBWG_1329.BWG_3596,iEC042_1314.EC042_4301,iEC55989_1330.EC55989_4405,iECABU_c1320.ECABU_c44330,iECBD_1354.ECBD_4097,iECB_1328.ECB_03812,iECDH10B_1368.ECDH10B_4116,iECDH1ME8569_1439.ECDH1ME8569_3796,iECD_1391.ECD_03812,iECED1_1282.ECED1_4629,iECH74115_1262.ECH74115_5382,iECIAI1_1343.ECIAI1_4132,iECNA114_1301.ECNA114_4066,iECO103_1326.ECO103_4601,iECO111_1330.ECO111_4750,iECO26_1355.ECO26_4658,iECOK1_1307.ECOK1_4395,iECP_1309.ECP_4136,iECS88_1305.ECS88_4377,iECSE_1348.ECSE_4216,iECSF_1327.ECSF_3787,iECSP_1301.ECSP_4990,iECUMN_1333.ECUMN_4455,iECW_1372.ECW_m4279,iECs_1301.ECs4852,iEKO11_1354.EKO11_4388,iETEC_1333.ETEC_4196,iEcDH1_1363.EcDH1_4058,iEcE24377_1341.EcE24377A_4461,iEcSMS35_1347.EcSMS35_4367,iEcolC_1368.EcolC_4091,iG2583_1286.G2583_4732,iJN746.PP_1076,iJO1366.b3927,iJR904.b3927,iLF82_1304.LF82_0868,iNRG857_1313.NRG857_19605,iSSON_1240.SSON_4096,iUMNK88_1353.UMNK88_4764,iUTI89_1310.UTI89_C4511,iWFL_1372.ECW_m4279,iY75_1357.Y75_RS17425,iZ_1308.Z5472,ic_1306.c4879"	MIP
WP_002917661.1	O	glycerol dehydratase	-	-	-	-	-	-	-	-	-	-	-	-	DDR
WP_002917670.1	Q	Dehydratase Small Subunit	-	-	4.2.1.30	ko:K06122	"ko00561,map00561"	-	R01047	RC00429	"ko00000,ko00001,ko01000"	-	-	-	Dehydratase_SU
WP_002917672.1	Q	"dehydratase, medium subunit"	-	-	4.2.1.30	ko:K06121	"ko00561,map00561"	-	R01047	RC00429	"ko00000,ko00001,ko01000"	-	-	-	Dehydratase_MU
WP_002917676.1	E	Dehydratase large subunit	dhaB	-	4.2.1.30	ko:K06120	"ko00561,map00561"	-	R01047	RC00429	"ko00000,ko00001,ko01000"	-	-	-	Dehydratase_LU
WP_002917678.1	S	Dehydratase medium subunit	-	-	-	-	-	-	-	-	-	-	-	-	Dehydratase_MU
WP_002917680.1	KQ	Positively regulates the dhaKLM operon from a sigma-70 promoter	dhaR	"GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141"	-	ko:K05880	-	-	-	-	"ko00000,ko03000"	-	-	-	"GAF,HTH_8,PAS,Sigma54_activat"
WP_002917681.1	C	glycerol dehydrogenase	gldA	-	"1.1.1.261,1.1.1.6"	"ko:K00005,ko:K00096"	"ko00561,ko00564,ko00640,ko01100,map00561,map00564,map00640,map01100"	-	"R01034,R05679,R05680,R10715,R10717"	"RC00029,RC00117,RC00670"	"ko00000,ko00001,ko01000"	-	-	-	"Fe-ADH,Fe-ADH_2"
WP_002917682.1	G	Dihydroxyacetone kinase	dhaK	"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006066,GO:0006071,GO:0006793,GO:0006796,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019400,GO:0019637,GO:0019751,GO:0033554,GO:0034308,GO:0042180,GO:0042182,GO:0042802,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0047324,GO:0050896,GO:0051716,GO:0061610,GO:0071704,GO:1901135,GO:1901575,GO:1901615"	2.7.1.121	ko:K05878	"ko00561,ko01100,map00561,map01100"	-	R01012	"RC00015,RC00017"	"ko00000,ko00001,ko01000"	-	-	"iEcHS_1320.EcHS_A1304,iUMNK88_1353.UMNK88_1515,iYL1228.KPN_03495"	Dak1
WP_002917718.1	K	transcriptional regulator	yqjI	"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0033554,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141"	-	-	-	-	-	-	-	-	-	-	PadR
WP_002917724.1	H	"Involved in the degradation of phospho-AI-2, thereby terminating induction of the lsr operon and closing the AI-2 signaling cycle. Catalyzes the transfer of an acetyl moiety from 3-hydroxy-5-phosphonooxypentane-2,4-dione to CoA to form glycerone phosphate and acetyl-CoA"	lsrF	"GO:0003674,GO:0003824,GO:0016740,GO:0016746,GO:0016747"	"2.3.1.245,4.1.2.13"	"ko:K08321,ko:K11645"	"ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko02024,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map02024"	"M00001,M00003"	"R01068,R01070,R01829,R02568"	"RC00438,RC00439,RC00603,RC00604"	"ko00000,ko00001,ko00002,ko01000"	-	-	-	DeoC
WP_002917727.1	P	Branched-chain amino acid transport system / permease component	lsrD	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0015144,GO:0015145,GO:0015749,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0034219,GO:0044425,GO:0044464,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944"	-	ko:K10557	"ko02010,ko02024,map02010,map02024"	M00219	-	-	"ko00000,ko00001,ko00002,ko02000"	3.A.1.2.8	-	iETEC_1333.ETEC_1585	BPD_transp_2
WP_002917895.1	E	"Involved in the import of serine and threonine into the cell, with the concomitant import of sodium (symport system)"	sstT	"GO:0003333,GO:0003674,GO:0005215,GO:0005283,GO:0005295,GO:0005310,GO:0005342,GO:0005343,GO:0005416,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0006820,GO:0006835,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015077,GO:0015081,GO:0015171,GO:0015175,GO:0015291,GO:0015293,GO:0015294,GO:0015318,GO:0015370,GO:0015672,GO:0015711,GO:0015804,GO:0015849,GO:0016020,GO:0016021,GO:0017153,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0032329,GO:0034220,GO:0035725,GO:0044425,GO:0044464,GO:0046873,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:1903825,GO:1905039"	-	ko:K07862	-	-	-	-	"ko00000,ko02000"	2.A.23.4	-	"iAF1260.b3089,iBWG_1329.BWG_2799,iECDH10B_1368.ECDH10B_3265,iECDH1ME8569_1439.ECDH1ME8569_2984,iECH74115_1262.ECH74115_4404,iECIAI1_1343.ECIAI1_3235,iECO103_1326.ECO103_3834,iECO111_1330.ECO111_3911,iECO26_1355.ECO26_4192,iECP_1309.ECP_3180,iECSE_1348.ECSE_3370,iECSP_1301.ECSP_4063,iECUMN_1333.ECUMN_3573,iECW_1372.ECW_m3356,iECs_1301.ECs3971,iEKO11_1354.EKO11_0630,iETEC_1333.ETEC_3359,iEcDH1_1363.EcDH1_0612,iEcE24377_1341.EcE24377A_3557,iG2583_1286.G2583_3813,iJO1366.b3089,iJR904.b3089,iSFV_1184.SFV_3130,iSSON_1240.SSON_3242,iUMNK88_1353.UMNK88_3845,iWFL_1372.ECW_m3356,iY75_1357.Y75_RS16050,iYL1228.KPN_03517,iZ_1308.Z4442"	SDF
WP_002917897.1	S	Membrane	ygjV	-	-	-	-	-	-	-	-	-	-	-	Imp-YgjV
WP_002917898.1	G	Catalyzes the dehydration of galactarate to form 5- dehydro-4-deoxy-D-glucarate	uxaA	"GO:0003674,GO:0005488,GO:0005506,GO:0005975,GO:0005996,GO:0006063,GO:0006082,GO:0008150,GO:0008152,GO:0008198,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0019586,GO:0019698,GO:0019752,GO:0032787,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046365,GO:0046395,GO:0046396,GO:0046397,GO:0046872,GO:0046914,GO:0071704,GO:0072329,GO:1901575"	4.2.1.7	ko:K01685	"ko00040,ko01100,map00040,map01100"	M00631	R01540	RC00543	"ko00000,ko00001,ko00002,ko01000"	-	-	iECO103_1326.ECO103_3836	"GD_AH_C,SAF"
WP_002917899.1	G	glucuronate isomerase	uxaC	"GO:0005975,GO:0005996,GO:0006063,GO:0006064,GO:0006082,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0019585,GO:0019586,GO:0019698,GO:0019752,GO:0032787,GO:0042839,GO:0042840,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046365,GO:0046395,GO:0046396,GO:0046397,GO:0071704,GO:0072329,GO:1901575"	5.3.1.12	ko:K01812	"ko00040,ko01100,map00040,map01100"	"M00061,M00631"	"R01482,R01983"	RC00376	"ko00000,ko00001,ko00002,ko01000"	-	-	"iPC815.YPO0579,iSbBS512_1146.SbBS512_E3528"	UxaC
WP_002917905.1	G	Major facilitator superfamily	exuT	"GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008028,GO:0008150,GO:0008509,GO:0008514,GO:0008643,GO:0015075,GO:0015133,GO:0015134,GO:0015144,GO:0015145,GO:0015318,GO:0015711,GO:0015718,GO:0015735,GO:0015736,GO:0015749,GO:0015778,GO:0015849,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0034219,GO:0034220,GO:0044425,GO:0044464,GO:0046942,GO:0046943,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656,GO:1903825,GO:1905039"	-	"ko:K07783,ko:K08191"	"ko02020,map02020"	-	-	-	"ko00000,ko00001,ko02000"	"2.A.1.14.2,2.A.1.4.4,2.A.1.4.6"	-	"iBWG_1329.BWG_2803,iEC55989_1330.EC55989_3507,iECDH10B_1368.ECDH10B_3269,iECDH1ME8569_1439.ECDH1ME8569_2988,iECIAI39_1322.ECIAI39_3590,iECSP_1301.ECSP_4067,iECs_1301.ECs3975,iETEC_1333.ETEC_3363,iG2583_1286.G2583_3817,iZ_1308.Z4446"	MFS_1
WP_002917907.1	K	Transcriptional	exuR	"GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141"	-	"ko:K05799,ko:K19775"	-	-	-	-	"ko00000,ko03000"	-	-	-	"FCD,GntR"
WP_002917909.1	S	Inner membrane protein yqjA	yqjA	"GO:0000003,GO:0000910,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0007049,GO:0008150,GO:0009987,GO:0016020,GO:0019954,GO:0022402,GO:0022414,GO:0022857,GO:0032505,GO:0043093,GO:0044464,GO:0051179,GO:0051234,GO:0051301,GO:0055085,GO:0071944"	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
WP_002917916.1	S	Membrane protein YqjD	yqjD	"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0043021,GO:0043024,GO:0044464,GO:0044877,GO:0060187,GO:0071944"	-	-	-	-	-	-	-	-	-	-	DUF883
WP_002917917.1	S	Membrane	yqjE	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	-	-	-	-	-	-	-	-	-	-	Phage_holin_3_6
WP_002917920.1	S	membrane	yqjF	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	-	ko:K15977	-	-	-	-	ko00000	-	-	-	DoxX
WP_002917922.1	O	Glutathione S-Transferase	yqjG	"GO:0003674,GO:0003824,GO:0004364,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016491,GO:0016667,GO:0016672,GO:0016740,GO:0016765,GO:0044424,GO:0044464,GO:0055114"	1.8.5.7	ko:K07393	-	-	-	-	"ko00000,ko01000"	-	-	"iECW_1372.ECW_m3373,iWFL_1372.ECW_m3373"	"GST_C_2,GST_N_2"
WP_002917923.1	S	Membrane	yhaH	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	-	-	-	-	-	-	-	-	-	-	DUF805
WP_002917925.1	S	Belongs to the pirin family	yhaK	-	-	ko:K06911	-	-	-	-	ko00000	-	-	-	Pirin
WP_002917926.1	-	-	yhaL	-	-	-	-	-	-	-	-	-	-	-	-
WP_002917950.1	G	Belongs to the glycerate kinase type-1 family	glxK	"GO:0003674,GO:0003824,GO:0005975,GO:0006082,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016301,GO:0016310,GO:0016491,GO:0016661,GO:0016662,GO:0016740,GO:0016772,GO:0017144,GO:0019392,GO:0019394,GO:0019577,GO:0019579,GO:0019580,GO:0019752,GO:0042737,GO:0042836,GO:0042838,GO:0043436,GO:0043648,GO:0043649,GO:0043798,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046392,GO:0046395,GO:0055114,GO:0071704,GO:1901575"	2.7.1.165	ko:K00865	"ko00260,ko00561,ko00630,ko01100,ko01120,ko01130,map00260,map00561,map00630,map01100,map01120,map01130"	-	R08572	"RC00002,RC00428"	"ko00000,ko00001,ko01000"	-	-	"iECs_1301.ECs4002,iG2583_1286.G2583_3846"	Gly_kinase
WP_002917952.1	I	Catalyzes the reduction of tatronate semialdehyde to D- glycerate	garR	"GO:0003674,GO:0003824,GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0008679,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0017144,GO:0019392,GO:0019394,GO:0019577,GO:0019579,GO:0019580,GO:0019752,GO:0042737,GO:0042836,GO:0042838,GO:0043436,GO:0043648,GO:0043649,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046392,GO:0046395,GO:0055114,GO:0071704,GO:1901575"	"1.1.1.31,1.1.1.60"	"ko:K00020,ko:K00042"	"ko00280,ko00630,ko01100,map00280,map00630,map01100"	-	"R01745,R01747,R05066"	RC00099	"ko00000,ko00001,ko01000"	-	-	iNRG857_1313.NRG857_15520	"NAD_binding_11,NAD_binding_2"
WP_002917954.1	G	Belongs to the HpcH HpaI aldolase family	garL	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0008672,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016829,GO:0016830,GO:0016832,GO:0017144,GO:0019392,GO:0019394,GO:0019577,GO:0019579,GO:0019580,GO:0019752,GO:0042737,GO:0042836,GO:0042838,GO:0043436,GO:0043648,GO:0043649,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044464,GO:0046392,GO:0046395,GO:0071704,GO:1901575"	4.1.2.20	ko:K01630	"ko00053,map00053"	-	"R02754,R03277"	"RC00307,RC00435"	"ko00000,ko00001,ko01000"	-	-	"iAPECO1_1312.APECO1_3301,iE2348C_1286.E2348C_3412,iEC042_1314.EC042_3416,iEC55989_1330.EC55989_3544,iECIAI1_1343.ECIAI1_3274,iECIAI39_1322.ECIAI39_3625,iECNA114_1301.ECNA114_3207,iECO103_1326.ECO103_3871,iECO26_1355.ECO26_4229,iECOK1_1307.ECOK1_3549,iECP_1309.ECP_3216,iECS88_1305.ECS88_3514,iECSE_1348.ECSE_3410,iECSF_1327.ECSF_2962,iECUMN_1333.ECUMN_3608,iECW_1372.ECW_m3394,iECs_1301.ECs4004,iEKO11_1354.EKO11_0593,iEcE24377_1341.EcE24377A_3604,iEcSMS35_1347.EcSMS35_3421,iG2583_1286.G2583_3848,iLF82_1304.LF82_0805,iNRG857_1313.NRG857_15525,iSBO_1134.SBO_2991,iUMN146_1321.UM146_00720,iUTI89_1310.UTI89_C3557,iWFL_1372.ECW_m3394,iZ_1308.Z4478"	HpcH_HpaI
