strain_x,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,ID,Assembly Name,geo_loc_name,collected_by,isolation_source,collection_date,strain_y,lat_lon,isolate_name_alias,identification method,host_sex,host_disease,host_age,host,culture_collection,isolate,host_disease_outcome,host_health_state,host_description,host_disease_stage,sample_type,sample_name,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,locus_tag_prefix,num_replicons,project_name,ref_biomaterial,source_material_id,sub_species,type-material,fecal,genotype,host_tissue_sampled,env_package,investigation_type,Laboratory Host,Extraction Method,passage_history,Extraction Date,Passage Date,host_subject_id,pathotype,serotype,serovar,specimen_voucher,subgroup,subtype,ENA first public,ENA last update,ENA-CHECKLIST,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,note,panel_id,Bar Code No,sample_number,Panel_ID,encoded_traits,biomaterial_provider,depth,ontological term,ifsac_category,source_type,ENA-LAST-UPDATE,geographic location (region and locality),scientific_name,relative_week,collection_room,identified_by,host_taxid,sample_id,perturbation,rel_to_oxygen,study_id,wastewater_type,isolated by,attribute_package,PublicAccession,ProjectAccession,Species,Genus,sequenced_by,replicate,assembly_method,assembly_method_version,genome_coverage,sequencing_technology,filename,altitude,samp_size,temp,Acquisition,Sequencing facility,drug_usage,estimated_size,health_state,host_body_product,MLST,N/A,dermatology_disord,extrachrom_elements,alternate_ID,Meropenem resistant,authors,phenotype,beta_lactamase_family,carbapenemase,edta_inhibitor_tested,collecting_lab,biological_replicate,altitude_info,ENA-FIRST-PUBLIC,anonymized name,supplier_name,common name,geographic location (latitude),geographic location (longitude),ArrayExpress-SPECIES,subject id,description,environmental sample,sequencing method,wastewater/sludge environmental package,library construction method,In_List
GCF_900774535.1_25293_8_138-2_genomic,Klebsiella pneumoniae,strong,60,500704,756223,5784923,yes (2456),ambiguous_bases,ST1583,1,0,0,0,ybt 4; plasmid,37-6LV,-,0,-,0,-,0,-,0,-,wzi384,KL102,unknown (KL102),none,Very high,99.45%,,O1/O2v2,O2afg,none,Very high,98.52%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-27,156D,-,-,-,-,-,ST1583,2,1,2,1,12,1,9,18,27,146,18*,44,358,213*,9,89,26,35*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900774535_1,25293_8#138-2,,,not available,,5012STDY7312734,,,,,,,not available,,,,not available,,,,31e983be-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567916,,SC,2019-02-08T17:03:58Z,2019-02-20T16:04:04Z,public,31e983be-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:58Z,3531488,AMR0200,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312734,,,,,,redundant
GCF_900774555.1_25293_8_144-2_genomic,Klebsiella pneumoniae,strong,64,392927,1440259,5477784,yes (305),ambiguous_bases,ST16,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi99,KL128,unknown (KL128),none,Very high,99.88%,,O3b,O3b,none,Very high,99.13%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,35Q,-,-,-,-,-,ST16,2,1,2,1,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900774555_1,25293_8#144-2,,,not available,,5012STDY7312740,,,,,,,not available,,,,not available,,,,321e6516-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567922,,SC,2019-02-08T17:03:58Z,2019-02-20T16:04:04Z,public,321e6516-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:58Z,3531494,AMR0207,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312740,,,,,,redundant
GCF_900774645.1_25293_8_147-2_genomic,Klebsiella pneumoniae,strong,43,329711,839851,5459446,yes (9),ambiguous_bases,ST2715,1,0,7,7,ybt 25; ICEKp2,428-3LV,-,0,-,0,-,0,-,0,-,wzi323,KL62,K62,none,Very high,99.92%,,O1/O2v1,O2a,none,Very high,98.88%,,aph3-Ia.v1^,-,-,qnrB4,-,mphA,-,-,sul1,tet(A).v1,-,dfrA14.v2*,DHA-1,-,-,-,-,SHV-1,-,-,-,-,-,-,ST2715,2,3,1,1,7,4,23,127,61,73,65,40,455,542*,88,38,63,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900774645_1,25293_8#147-2,,,not available,,5012STDY7312743,,,,,,,not available,,,,not available,,,,323cfb84-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567925,,SC,2019-02-08T17:03:58Z,2019-02-20T16:04:04Z,public,323cfb84-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:58Z,3531497,AMR0149,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312743,,,,,,non redundant
GCF_900774715.1_25293_8_156-2_genomic,Klebsiella pneumoniae,strong,116,297253,749471,5321968,yes (1106),ambiguous_bases,ST2390,0,0,2,2,-,0,-,0,-,0,-,0,-,0,-,-,KL16,K16,none,Very high,99.35%,,O1/O2v1,O2a,?,Good,97.78%,,aadA*?,-,-,-,-,-,-,-,-,-,-,dfrA1.v2,-,-,-,-,-,SHV-1^,-,-,-,-,-,tet(A).v1?-0%,ST2390,2,5,6,4,1,2,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900774715_1,25293_8#156-2,,,not available,,5012STDY7312752,,,,,,,not available,,,,not available,,,,328f9344-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567934,,SC,2019-02-08T17:03:58Z,2019-02-20T16:04:04Z,public,328f9344-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:58Z,3531506,AMR0240,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312752,,,,,,redundant
GCF_900774835.1_25293_8_27-2_genomic,Klebsiella pneumoniae,strong,73,294877,502782,5562339,yes (261),ambiguous_bases,ST34,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi108,KL118,unknown (KL118),?-,Good,99.90%,KL118_12_wcqP,O1/O2v1,O2a,-,High,98.13%,O1/O2v1_04_glf,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-26,-,-,-,-,-,-,ST34,2,3,6,1,9,7,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900774835_1,25293_8#27-2,,,not available,,5012STDY7312590,,,,,,,not available,,,,not available,,,,2b7966ca-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567805,,SC,2019-02-08T17:03:58Z,2019-02-20T16:04:04Z,public,2b7966ca-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:58Z,3531344,AMR0298,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312590,,,,,,redundant
GCF_900774875.1_25293_8_22-2_genomic,Klebsiella pneumoniae,strong,29,733151,2145629,5327967,yes (332),ambiguous_bases,ST1661,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi356,KL117,unknown (KL117),none,Very high,99.54%,,O1/O2v2,O2afg,none,Very high,98.45%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1,-,-,-,-,-,-,ST1661,2,1,1,2,89,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900774875_1,25293_8#22-2,,,not available,,5012STDY7312585,,,,,,,not available,,,,not available,,,,2b4d0cc4-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567800,,SC,2019-02-08T17:03:58Z,2019-02-20T16:04:04Z,public,2b4d0cc4-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:58Z,3531339,AMR0291,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312585,,,,,,redundant
GCF_900774885.1_25293_8_28-2_genomic,Klebsiella pneumoniae,strong,119,242549,445414,6133985,yes (3018),ambiguous_bases,ST12,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi12,KL112,unknown (KL112),none,Very high,99.15%,,O1/O2v2,O2afg,none,Very high,98.53%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,35Q,-,-,-,-,-,ST12,6,3,1,1,12,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900774885_1,25293_8#28-2,,,not available,,5012STDY7312591,,,,,,,not available,,,,not available,,,,2b80087c-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567806,,SC,2019-02-08T17:03:58Z,2019-02-20T16:04:04Z,public,2b80087c-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:58Z,3531345,AMR0299,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312591,,,,,,redundant
GCF_900774965.1_25293_8_35-2_genomic,Klebsiella pneumoniae,strong,39,443076,1468534,5373861,yes (5),ambiguous_bases,ST3639,0,0,3,3,-,0,-,0,-,0,-,0,-,0,-,wzi385,KL22,K22,-,High,99.24%,KL22_17,O3/O3a,O3/O3a,*,Very high,95.47%,,-,-,-,qnrB1.v2^,-,-,-,-,-,tet(A).v1,-,dfrA14.v2*,-,-,-,-,-,SHV-11^,35Q,-,-,-,-,-,ST3639,2,1,1,94,10,4,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900774965_1,25293_8#35-2,,,not available,,5012STDY7312598,,,,,,,not available,,,,not available,,,,2baed756-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567813,,SC,2019-02-08T17:03:59Z,2019-02-20T16:04:04Z,public,2baed756-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:59Z,3531352,AMR0305,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312598,,,,,,redundant
GCF_900774985.1_25293_8_39-2_genomic,Klebsiella pneumoniae,strong,61,326569,684737,5434664,yes (672),ambiguous_bases,ST140,0,0,2,4,-,0,-,0,-,0,-,0,-,0,-,wzi196,KL49,K49,?-+,Good,98.97%,"KL49_08_wzy,KL49_11_wclK",O1/O2v2,O2afg,none,Very high,98.44%,,strA.v1;strB.v1,-,-,-,-,-,-,-,-,tet(B).v2*;tetR,-,-,-,-,-,-,-,SHV-1,-,-,-,-,-,-,ST140,14,1,2,1,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900774985_1,25293_8#39-2,,,not available,,5012STDY7312602,,,,,,,not available,,,,not available,,,,2bc9c5e8-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567817,,SC,2019-02-08T17:03:59Z,2019-02-20T16:04:04Z,public,2bc9c5e8-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:59Z,3531356,AMR0336,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312602,,,,,,redundant
GCF_900774995.1_25293_8_38-2_genomic,Klebsiella pneumoniae,strong,104,272870,547882,5831075,yes (896),ambiguous_bases,ST244,0,0,1,2,-,0,-,0,-,0,-,0,-,0,-,wzi50,KL15,K15,none,Very high,99.88%,,O4,O4,none,Very high,99.67%,,strA.v1;strB.v1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,35Q,-,-,-,-,-,ST244,2,5,1,1,1,1,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900774995_1,25293_8#38-2,,,not available,,5012STDY7312601,,,,,,,not available,,,,not available,,,,2bc2fe7a-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567816,,SC,2019-02-08T17:03:59Z,2019-02-20T16:04:04Z,public,2bc2fe7a-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:59Z,3531355,AMR0334,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312601,,,,,,redundant
GCF_900775005.1_25293_8_4-2_genomic,Klebsiella pneumoniae,strong,49,519536,1666883,5489970,no,-,ST4452,0,1,5,9,-,0,-,0,-,0,-,0,-,0,-,-,KL36,K36,none,Very high,99.94%,,O4,O4,none,Very high,99.73%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,-,-,-,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,-,fosA7.5*?-0%,ST4452,4,16,1,294,456,27,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900775005_1,25293_8#4-2,,,not available,,5012STDY7312567,,,,,,,not available,,,,not available,,,,2a8e9276-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567782,,SC,2019-02-08T17:03:59Z,2019-02-20T16:04:04Z,public,2a8e9276-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:59Z,3531321,AMR0271,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312567,,,,,,non redundant
GCF_900775015.1_25293_8_40-2_genomic,Klebsiella pneumoniae,strong,113,370630,720550,5800293,yes (2580),ambiguous_bases,ST15,0,1,9,18,-,0,-,0,-,0,-,0,-,0,-,-,KL141,unknown (KL141),none,Very high,99.64%,,O4,O4,none,Very high,99.69%,,aac(3)-IIa.v1;aac(6')-Ib-cr.v2;aadA*;aadA16*;aph3-Ia.v1^;rmtB,-,-,qepA2*;qnrB6^,-,-,CatB4.v1,arr-3,sul1;sul2,tet(D),-,dfrA26;dfrA27,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28^,-,OmpK35-75%,-,GyrA-83F;GyrA-87A;ParC-80I,OXA-9.v1*-42%,aac(6')-Ib-cr.v1?-0%;arr-2*?-39%,ST15,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900775015_1,25293_8#40-2,,,not available,,5012STDY7312603,,,,,,,not available,,,,not available,,,,2bd0834c-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567818,,SC,2019-02-08T17:03:59Z,2019-02-20T16:04:04Z,public,2bd0834c-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:59Z,3531357,AMR0405,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312603,,,,,,redundant
GCF_900775085.1_25293_8_49-2_genomic,Klebsiella pneumoniae,strong,16,863253,1034259,5208028,yes (163),ambiguous_bases,ST5083,1,0,0,0,ybt 9; ICEKp3,209-2LV,-,0,-,0,-,0,-,0,-,wzi39,KL13,K13,none,Very high,98.81%,,O3b,O3b,none,Very high,99.20%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-65,-,-,-,-,-,-,ST5083,2,94,5,3,503,1,8,5,19,6,5,1,51,242,9,5,5*,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900775085_1,25293_8#49-2,,,not available,,5012STDY7312612,,,,,,,not available,,,,not available,,,,2c182ba2-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567827,,SC,2019-02-08T17:03:59Z,2019-02-20T16:04:04Z,public,2c182ba2-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:59Z,3531366,AMR0445,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312612,,,,,,redundant
GCF_900775095.1_25293_8_46-2_genomic,Klebsiella pneumoniae,strong,176,166286,413265,5528735,yes (270),ambiguous_bases,ST34,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi396,KL174,unknown (KL174),none,Very high,99.98%,,O1/O2v2,O2afg,*,Very high,96.55%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-26,-,-,-,-,-,-,ST34,2,3,6,1,9,7,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900775095_1,25293_8#46-2,,,not available,,5012STDY7312609,,,,,,,not available,,,,not available,,,,2c0117fa-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567824,,SC,2019-02-08T17:03:59Z,2019-02-20T16:04:04Z,public,2c0117fa-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:59Z,3531363,AMR0442,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312609,,,,,,redundant
GCF_900775155.1_25293_8_50-2_genomic,Klebsiella pneumoniae,strong,185,115464,348292,5930730,yes (1072),ambiguous_bases,ST299,0,0,1,2,-,0,-,0,-,0,-,0,-,0,-,wzi38,KL38,K38,?-,Good,98.20%,KL38_15,O1/O2v1,O2a,none,Very high,98.24%,,strA.v1;strB.v1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1,-,-,-,-,-,-,ST299,2,10,1,1,56,24,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900775155_1,25293_8#50-2,,,not available,,5012STDY7312613,,,,,,,not available,,,,not available,,,,2c248b5e-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567828,,SC,2019-02-08T17:03:59Z,2019-02-20T16:04:04Z,public,2c248b5e-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:59Z,3531367,AMR0335,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312613,,,,,,redundant
GCF_900775345.1_25293_8_72-2_genomic,Klebsiella pneumoniae,strong,142,396126,968992,5345688,yes (447),ambiguous_bases,ST412,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi473,KL142,unknown (KL142),none,Very high,99.02%,,O3b,O3b,none,Very high,99.26%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,35Q,-,-,-,fosA7*-15%,-,ST412,2,1,2,1,9,1,112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900775345_1,25293_8#72-2,,,not available,,5012STDY7312668,,,,,,,not available,,,,not available,,,,300a8732-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567850,,SC,2019-02-08T17:03:58Z,2019-02-20T16:04:05Z,public,300a8732-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:05Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:58Z,3531422,AMR0059,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312668,,,,,,redundant
GCF_900775385.1_25293_8_70-2_genomic,Klebsiella pneumoniae,strong,145,194151,493302,5312167,yes (141),ambiguous_bases,ST189,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi99,KL128,unknown (KL128),?-,Good,99.98%,KL128_09_wzy,O3b,O3b,?-,Good,99.42%,O3b_06_wbdA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-80,146T;35Q,-,-,-,-,-,ST189,2,3,41,1,17,4,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900775385_1,25293_8#70-2,,,not available,,5012STDY7312666,,,,,,,not available,,,,not available,,,,2ffaa006-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567848,,SC,2019-02-08T17:03:58Z,2019-02-20T16:04:04Z,public,2ffaa006-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:04Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:58Z,3531420,AMR0027,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312666,,,,,,redundant
GCF_900775395.1_25293_8_73-2_genomic,Klebsiella pneumoniae,strong,34,766464,2255756,5354642,yes (2),ambiguous_bases,ST2674,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,-,KL111,unknown (KL111),*,Very high,99.49%,,O3b,O3b,-,High,98.74%,O3b_01_manC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,35Q,-,-,-,-,-,ST2674,2,1,2,4,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_900775395_1,25293_8#73-2,,,not available,,5012STDY7312669,,,,,,,not available,,,,not available,,,,3011dbe0-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,,,,,,,,,,,,,not available,,,,,,ERC000011,SAMEA104567851,,SC,2019-02-08T17:03:58Z,2019-02-20T16:04:05Z,public,3011dbe0-0829-11e8-899b-3c4a9275d6c8,,,,,,,,,,,,,2019-02-20T16:04:05Z,,Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-08T17:03:58Z,3531423,AMR0060,Klebsiella pneumoniae,,,Klebsiella pneumoniae,5012STDY7312669,,,,,,redundant
