Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,kpref
group_8859,,hypothetical protein;Cupin domain,279,280,1.003584229390681,1,11393,,,,336,357,356.75390625,
ltrA_2~~~ltrA~~~ltrA_5~~~ltrA_1,ltrA_2;;ltrA;ltrA_5;ltrA_1,Group II intron-encoded protein LtrA;JCVI: group II intron reverse transcriptase/maturase;hypothetical protein,179,216,1.2067039106145252,1,11395,,,,387,1530,1388.1295336787564,
group_8861,,NCBIFAM: IS3 family transposase;Transposase;hypothetical protein,385,503,1.3064935064935066,1,11396,,,,126,738,279.4356846473029,
group_8862,,hypothetical protein,141,146,1.0354609929078014,1,11397,,,,297,744,733.0909090909091,
imm,imm,Colicin-E9 immunity protein,209,214,1.0239234449760766,1,11398,,,,258,279,259.55555555555554,
rhaS_1~~~rhaS_3~~~rhaR_2~~~rhaR_1,rhaS_1;rhaS_3;;rhaR_2;rhaR_1,HTH-type transcriptional activator RhaS;hypothetical protein;HTH-type transcriptional activator RhaR,1019,1025,1.0058881256133465,1,11400,,,,90,825,819.1291585127202,
group_8864,,Phage tail tube TTP lambda-like,308,317,1.0292207792207793,1,11402,,,,489,492,491.9903536977492,
group_8865,,hypothetical protein,180,182,1.011111111111111,1,11403,,,,264,435,434.06043956043953,
group_8866,,hypothetical protein,35,38,1.0857142857142856,1,11404,,,,885,1740,1692.5,
virB11~~~virB11_1,virB11;virB11_1;,P-type DNA transfer ATPase VirB11;hypothetical protein,112,117,1.0446428571428572,1,11405,,,,213,1002,898.2672413793103,
group_8867,virB9;virB9_1;;virB9_2,P-type conjugative transfer protein VirB9;Conjugal transfer protein;hypothetical protein;Type IV secretion system protein virB9;Protein virB9,91,97,1.065934065934066,1,11406,,,,309,888,854.8144329896908,
group_8868,,tyrosine-type recombinase/integrase,85,85,1.0,1,11407,,,,1140,1236,1214.6024096385545,
group_8869,,hypothetical protein,80,84,1.05,1,11408,,,,225,294,291.4756097560976,
group_8870,,TrbM/KikA/MpfK family conjugal transfer protein,84,89,1.0595238095238095,1,11409,,,,249,417,315.40449438202245,
group_8871,,hypothetical protein,96,101,1.0520833333333333,1,11410,,,,234,312,305.8217821782178,
hin_4~~~hin~~~hin_2~~~hin_1~~~hin_3,hin_4;hin;hin_2;hin_1;hin_3;,DNA-invertase hin;hypothetical protein,133,142,1.0676691729323309,1,11411,,,,180,639,565.9852941176471,
traD_1~~~traD_2~~~traD_5~~~traD_3,traD_1;traD_2;traD_5;traD_3,Coupling protein TraD,88,92,1.0454545454545454,1,11412,,,,510,1530,1505.9662921348315,
group_8872,,Type IV secretory pathway VirB3-like protein,81,84,1.037037037037037,1,11413,,,,318,318,318.0,
group_8873,,translesion error-prone DNA polymerase V autoproteolytic subunit,76,79,1.0394736842105263,1,11414,,,,255,441,431.5822784810127,
group_8874,,hypothetical protein,81,88,1.0864197530864197,1,11415,,,,342,342,342.0,
xerD_3,;xerD_3,hypothetical protein;Tyrosine recombinase XerD,57,59,1.0350877192982455,1,11416,,,,357,1716,1649.55,
group_8875,,Integrase core domain;NCBIFAM: IS21 family transposase;hypothetical protein,60,63,1.05,1,11417,,,,522,1026,995.2380952380952,
group_8876,,broad-spectrum class A beta-lactamase SHV-11,85,86,1.011764705882353,1,11418,,,,882,882,882.0,
sugE_1~~~qacC_2~~~emrE~~~emrE_1~~~ebrA_1,sugE_1;qacC_2;emrE;emrE_1;ebrA_1,quaternary ammonium compound efflux SMR transporter SugE;Quaternary ammonium compound-resistance protein QacC;Multidrug transporter EmrE;Multidrug resistance protein EbrA,391,506,1.2941176470588236,1,11420,,,,219,1017,355.3928571428572,
neo_1~~~neo_2,neo_1;neo_2,Aminoglycoside 3'-phosphotransferase,162,172,1.0617283950617284,1,11421,,,,816,816,816.0,
group_8878,,RecT family;hypothetical protein,238,250,1.050420168067227,1,11422,,,,366,1002,838.776,
group_8879,,hypothetical protein,134,139,1.037313432835821,1,11423,,,,138,147,146.93525179856115,
xerD_4~~~xerD_1~~~xerD_3,xerD_4;;xerD_1;xerD_3,Tyrosine recombinase XerD;hypothetical protein;Phage integrase family,440,444,1.009090909090909,1,11424,,,,294,1164,1151.304054054054,
group_8880,,Phage derived protein Gp49-like (DUF891);hypothetical protein,589,590,1.00169779286927,1,11425,,,,288,318,317.6428571428572,
oqxA~~~oqxA_2~~~oqxA_1,oqxA;oqxA_2;oqxA_1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,1347,1350,1.0022271714922049,1,11426,,,,204,1176,1173.9696071163826,Kp_03731
group_8881,,Helix-turn-helix,589,590,1.00169779286927,1,11427,,,,288,324,288.06101694915253,
group_8882,,Transposase Mutator family;hypothetical protein;NCBIFAM: IS256 family transposase,493,496,1.0060851926977687,1,11428,,,,180,1203,328.16227180527386,Kp_00598
group_8883,,DUF3833 domain-containing protein;hypothetical protein,1166,1184,1.0154373927958833,1,11429,,,,111,558,550.6947723440135,Kp_00605
folP_2~~~folP1~~~folP_3~~~folP_1,folP_2;;folP1;folP_3;folP_1,dihydropteroate synthase;Pterin binding enzyme;hypothetical protein;NCBIFAM: sulfonamide-resistant dihydropteroate synthase Sul1;Dihydropteroate synthase;Protein of unknown function (DUF3363),442,673,1.5226244343891402,1,11430,,,,153,972,823.1918429003022,
neo_2~~~neo_1~~~neo_5,neo_2;neo_1;neo_5;,Aminoglycoside 3'-phosphotransferase;Phosphotransferase enzyme family;hypothetical protein,312,319,1.0224358974358974,1,11431,,,,180,837,795.0474683544304,
group_8884,,hypothetical protein,803,905,1.127023661270237,1,11432,,,,201,579,233.6700336700337,
group_8885,,hypothetical protein,440,497,1.1295454545454546,1,11433,,,,264,756,458.5147058823529,
group_8886,,DUF2534 family protein;hypothetical protein,204,211,1.0343137254901962,1,11434,,,,96,261,257.07246376811594,
group_8887,,hypothetical protein;Helix-turn-helix domain;NCBIFAM: metalloregulator ArsR/SmtB family transcription factor,190,196,1.0315789473684212,1,11435,,,,171,333,296.8615384615385,
group_8888,,"Universal stress protein family;hypothetical protein;""""",156,161,1.0320512820512822,1,11436,,,,114,846,800.4037267080745,
group_8889,,Rrf2 family transcriptional regulator,1342,1346,1.0029806259314455,1,11438,,,,147,582,476.5832095096583,Kp_03733
group_8890,,hypothetical protein,121,122,1.008264462809917,1,11439,,,,174,354,332.5289256198347,
group_8891,,hypothetical protein,119,120,1.0084033613445378,1,11440,,,,636,636,636.0,
group_8892,,"Transposase DDE domain;"""";hypothetical protein",113,140,1.238938053097345,1,11441,,,,906,1113,1107.7045454545455,
group_8894,,hypothetical protein,113,114,1.008849557522124,1,11443,,,,579,594,590.4159292035398,
group_8895,,hypothetical protein;PIN domain,377,408,1.0822281167108754,1,11444,,,,222,597,232.1072319201995,
group_8896,,hypothetical protein,77,79,1.025974025974026,1,11445,,,,561,690,688.3461538461538,
group_8897,,hypothetical protein,42,43,1.0238095238095235,1,11446,,,,561,561,561.0,
group_8898,,hypothetical protein;Putative antitoxin of bacterial toxin-antitoxin system YdaS/YdaT,125,130,1.04,1,11447,,,,222,240,229.47692307692307,
ybcO~~~ybcO_2~~~ybcO_1,;ybcO;ybcO_2;ybcO_1,NCBI Protein Cluster (PRK): NinE family protein;Putative nuclease YbcO;hypothetical protein,305,384,1.259016393442623,1,11448,,,,168,1017,236.5390625,
group_8899,,LydA holin phage holin superfamily III;hypothetical protein;Predicted Peptidoglycan domain;Glycosyl hydrolase 108,753,921,1.2231075697211156,1,11449,,,,99,750,313.65414364640884,
group_8900,,hypothetical protein,1030,1372,1.3320388349514565,1,11450,,,,111,384,380.691015339664,
hin_3~~~hin_2~~~hin_1~~~hin,hin_3;hin_2;hin_1;hin,DNA-invertase hin,34,34,1.0,1,11451,,,,480,579,562.6764705882352,
group_8901,,hypothetical protein,27,27,1.0,1,11452,,,,294,303,302.6666666666667,
mkrJ_2~~~mkrJ_3~~~mkrJ_1,;mkrJ_2;mkrJ_3;mkrJ_1,NCBI Protein Cluster (PRK): cyclic-guanylate-specific phosphodiesterase;phosphodiesterase MrkJ;hypothetical protein,197,199,1.0101522842639594,1,11453,,,,471,735,689.0253807106599,
group_8902,,hypothetical protein,56,58,1.0357142857142858,1,11454,,,,225,237,225.2586206896552,
group_8904,,hypothetical protein,374,378,1.0106951871657754,1,11456,,,,357,357,357.0,
group_8905,,hypothetical protein,167,168,1.0059880239520955,1,11457,,,,495,495,495.0,
group_8906,,Protein of unknown function (DUF3383);hypothetical protein,101,105,1.0396039603960396,1,11458,,,,555,1152,1140.8,
iscR_2~~~iscR_1,iscR_2;iscR_1,HTH-type transcriptional regulator IscR,304,305,1.0032894736842106,1,11459,,,,291,372,370.85526315789474,
group_8907,,hypothetical protein,282,286,1.0141843971631206,1,11460,,,,204,204,204.0,
group_8908,,IS3-like element ISKpn1 family transposase;hypothetical protein;Integrase core domain;NCBIFAM: IS3 family transposase,462,639,1.3831168831168832,1,11461,,,,99,840,476.2762430939226,
group_8909,,hypothetical protein,74,76,1.027027027027027,1,11462,,,,219,249,219.3947368421053,
group_8910,,hypothetical protein,77,79,1.025974025974026,1,11463,,,,471,477,476.7721518987342,
group_8911,,hypothetical protein,73,75,1.0273972602739727,1,11464,,,,312,312,312.0,
group_8912,,DNA methylase,75,77,1.0266666666666666,1,11465,,,,477,1062,1046.8815789473683,
group_8913,,hypothetical protein,77,79,1.025974025974026,1,11466,,,,228,231,230.8481012658228,
group_8915,,hypothetical protein,76,78,1.0263157894736843,1,11468,,,,198,240,222.15384615384616,
group_8917,,Phage derived protein Gp49-like (DUF891),79,81,1.0253164556962024,1,11470,,,,309,309,309.0,
group_8918,,hypothetical protein,87,89,1.0229885057471264,1,11471,,,,129,288,276.51724137931035,
group_8919,,hypothetical protein,77,79,1.025974025974026,1,11472,,,,204,204,204.0,
group_8920,,hypothetical protein,78,80,1.0256410256410255,1,11473,,,,219,228,227.8846153846154,
group_8921,,hypothetical protein,60,61,1.0166666666666666,1,11474,,,,246,246,246.0,
group_8922,,Phage minor tail protein L;hypothetical protein,315,322,1.022222222222222,1,11475,,,,630,756,755.3134796238245,
paaY_2~~~paaY_1,paaY_2;paaY_1;,phenylacetic acid degradation protein PaaY;NCBIFAM: carbonic anhydrase,101,105,1.0396039603960396,1,11476,,,,402,561,559.4711538461538,
group_8923,,hypothetical protein,73,74,1.0136986301369864,1,11477,,,,213,213,213.0,
group_8924,,VirB3 family type IV secretion system protein,249,257,1.0321285140562249,1,11478,,,,447,2745,2662.529411764706,Kp_03216
group_8925,,hypothetical protein,200,201,1.005,1,11479,,,,135,138,137.98507462686567,Kp_03220
virB11~~~virB11_1~~~virB11_2,virB11;virB11_1;virB11_2,P-type DNA transfer ATPase VirB11,252,256,1.0158730158730158,1,11480,,,,321,1026,1010.1411764705882,Kp_03224
group_8926,,"IS3-like element ISKpn1 family transposase;hypothetical protein;""""",394,485,1.230964467005076,1,11481,,,,126,522,492.28125,
group_8927,,IS3-like element ISKpn1 family transposase;Integrase core domain;hypothetical protein;NCBIFAM: IS3 family transposase;Transposase,635,1073,1.689763779527559,1,11482,,,,189,1554,805.0895218718209,
group_8928,,hypothetical protein,271,288,1.062730627306273,1,11483,,,,168,249,248.4965034965035,
gabT_2,gabT_2,4-aminobutyrate--2-oxoglutarate transaminase,142,142,1.0,1,11484,,,,1338,1338,1338.0,
group_8929,,amino acid ABC transporter permease;hypothetical protein,186,187,1.0053763440860215,1,11485,,,,174,696,692.5347593582887,
group_8930,,Phage capsid family;hypothetical protein,202,206,1.0198019801980198,1,11486,,,,660,1239,1235.5170731707317,
group_8931,,NCBIFAM: host cell division inhibitor Icd domain;Ash protein family;hypothetical protein,362,492,1.3591160220994476,1,11487,,,,114,594,238.3742331288344,
group_8932,,Phage terminase small subunit;hypothetical protein,267,284,1.0636704119850189,1,11488,,,,303,465,464.4295774647888,
group_8933,,hypothetical protein,198,200,1.0101010101010102,1,11489,,,,192,192,192.0,
group_8934,,hypothetical protein,284,298,1.0492957746478873,1,11490,,,,219,228,219.03103448275863,
group_8935,,hypothetical protein,52,54,1.0384615384615383,1,11491,,,,255,255,255.0,
group_8936,,hypothetical protein,214,222,1.0373831775700937,1,11492,,,,342,372,343.5405405405405,
group_8937,,"Terminase large subunit endonuclease domain;hypothetical protein;"""";Terminase large subunit ATPase domain",268,310,1.1567164179104477,1,11493,,,,162,1743,1390.182119205298,
group_8938,,Phage portal protein;hypothetical protein,181,189,1.0441988950276244,1,11494,,,,561,1308,1293.9414893617022,
group_8940,clpP_2;clpP_1;clpP_3,ATP-dependent Clp protease proteolytic subunit,80,82,1.025,1,11496,,,,657,849,845.0370370370371,
group_8941,,Phage capsid family;hypothetical protein,179,183,1.0223463687150838,1,11497,,,,723,1218,1213.344262295082,
group_8942,,Phage gp6-like head-tail connector protein;hypothetical protein,164,169,1.0304878048780488,1,11498,,,,327,327,327.0,
group_8943,,YebO-like protein;hypothetical protein,242,245,1.012396694214876,1,11499,,,,234,234,234.0,
group_8944,,hypothetical protein,108,111,1.0277777777777777,1,11500,,,,765,897,830.4324324324324,
group_8950,,NUMOD4 motif;hypothetical protein,93,94,1.010752688172043,1,11506,,,,276,276,276.0,
group_8951,,hypothetical protein,93,95,1.021505376344086,1,11507,,,,117,360,357.4421052631579,
group_8952,,Transposase IS116/IS110/IS902 family;NCBIFAM: IS110 family transposase;hypothetical protein;Transposase,234,389,1.6623931623931625,1,11508,,,,93,1026,940.3928571428572,
trxA_2,trxA_2,thioredoxin TrxA,159,161,1.0125786163522013,1,11509,,,,330,402,341.1801242236025,
group_8955,,hypothetical protein,56,57,1.0178571428571428,1,11513,,,,102,210,207.8421052631579,
group_8956,,hypothetical protein,50,51,1.02,1,11514,,,,474,498,497.52941176470586,
group_8958,,hypothetical protein,56,56,1.0,1,11516,,,,105,216,108.7,
yfbR_2,yfbR_2,5'-deoxynucleotidase,39,40,1.0256410256410255,1,11517,,,,606,606,606.0,
group_8959,,hypothetical protein,38,39,1.0263157894736843,1,11518,,,,204,204,204.0,
group_8963,,EAL domain-containing protein,96,97,1.0104166666666667,1,11522,,,,708,708,708.0,
merC~~~merC_1,merC;merC_1,Mercuric transport protein MerC,134,140,1.044776119402985,1,11523,,,,207,426,419.5401459854015,
group_8965,,hypothetical protein,38,39,1.0263157894736843,1,11525,,,,558,558,558.0,
group_8968,,hypothetical protein,78,79,1.0128205128205128,1,11528,,,,411,411,411.0,
group_8969,,hypothetical protein,76,77,1.013157894736842,1,11529,,,,495,495,495.0,
group_8970,,ABC transporter permease,293,293,1.0,1,11530,,,,849,849,849.0,
repA~~~repA_2,repA;repA_2;,Replication initiation protein;NCBIFAM: plasmid replication initiator RepA,80,81,1.0125,1,11532,,,,252,1062,1042.6923076923076,
group_8972,,hypothetical protein,150,151,1.0066666666666666,1,11533,,,,267,267,267.0,
group_8975,,hypothetical protein,79,80,1.0126582278481011,1,11537,,,,210,210,210.0,
group_8976,,hypothetical protein,75,76,1.0133333333333334,1,11538,,,,351,351,351.0,
group_8977,,NCBI Protein Cluster (PRK): conjugal transfer protein TrbN,75,76,1.0133333333333334,1,11539,,,,276,396,392.8421052631579,
group_8978,,Transposase DDE domain group 1;hypothetical protein;NCBIFAM: IS1380 family transposase,375,408,1.088,1,11540,,,,204,1335,1183.0084033613446,
group_8979,,hypothetical protein,425,486,1.143529411764706,1,11541,,,,114,126,122.64473684210526,
group_8980,,hypothetical protein,146,148,1.0136986301369864,1,11542,,,,339,339,339.0,
hha_2~~~hha_1,hha_2;hha_1,HHA domain-containing protein,144,146,1.0138888888888888,1,11543,,,,231,231,231.0,
group_8981,,hypothetical protein,144,146,1.0138888888888888,1,11544,,,,114,114,114.0,
group_8982,,hypothetical protein,110,111,1.009090909090909,1,11545,,,,306,306,306.0,
klcA_3~~~klcA~~~klcA_1,klcA_3;klcA;klcA_1,Antirestriction protein KlcA,121,122,1.008264462809917,1,11546,,,,243,441,437.780487804878,
group_8983,,hypothetical protein,74,75,1.0135135135135136,1,11547,,,,537,537,537.0,
group_8984,,Type IV secretory system conjugal DNA-protein transfer;hypothetical protein,77,78,1.0129870129870129,1,11548,,,,180,780,764.4155844155844,
group_8985,,NCBIFAM: IcmT/TraK family protein,77,78,1.0129870129870129,1,11549,,,,261,261,261.0,
group_8986,,type II toxin-antitoxin system RelE/ParE family toxin,269,287,1.066914498141264,1,11550,,,,216,285,260.3623693379791,
group_8987,,;hypothetical protein,117,120,1.0256410256410255,1,11551,,,,489,717,663.2608695652174,
group_8988,,von Willebrand factor type A domain;hypothetical protein,198,199,1.005050505050505,1,11552,,,,534,639,638.4723618090452,
group_8989,,hypothetical protein,199,201,1.0100502512562817,1,11553,,,,639,639,639.0,
group_8990,,hypothetical protein;Bacteriophage minor capsid protein,125,125,1.0,1,11554,,,,393,393,393.0,
group_8993,,JCVI: phage terminase large subunit C-terminal domain;hypothetical protein,86,89,1.0348837209302326,1,11557,,,,525,1677,1657.7045454545455,
group_8994,,hypothetical protein,87,88,1.011494252873563,1,11558,,,,477,477,477.0,
group_8995,,Predicted Zn-dependent protease (DUF2268);hypothetical protein,47,49,1.0425531914893618,1,11559,,,,636,693,643.4347826086956,
group_8996,,DinI-like family;hypothetical protein,37,39,1.054054054054054,1,11560,,,,246,246,246.0,
group_8997,,hypothetical protein,77,81,1.051948051948052,1,11561,,,,165,690,664.05,
group_8998,,NCBI Protein Cluster (PRK): F-type conjugal transfer protein TrbF;hypothetical protein,311,313,1.0064308681672025,1,11562,,,,201,444,435.24590163934425,
group_8999,,hypothetical protein,85,88,1.035294117647059,1,11563,,,,306,306,306.0,
group_9000,,hypothetical protein,87,89,1.0229885057471264,1,11564,,,,405,1233,1213.909090909091,
group_9001,,hypothetical protein,50,52,1.04,1,11565,,,,486,486,486.0,
repA~~~repA_3,repA;repA_3,Replication protein RepA,205,207,1.0097560975609756,1,11566,,,,753,876,875.4,
group_9002,,ATPase MipZ,210,211,1.0047619047619047,1,11567,,,,627,627,627.0,
group_9003,,hypothetical protein,263,269,1.0228136882129275,1,11568,,,,213,909,891.3923076923077,
higA_2~~~higA,higA_2;higA,Antitoxin HigA,148,149,1.0067567567567568,1,11570,,,,318,420,419.2905405405405,
group_9005,,hypothetical protein,79,81,1.0253164556962024,1,11571,,,,690,690,690.0,
group_9006,,Domain of unknown function (DUF3330);Tn3 transposase DDE domain,138,150,1.0869565217391304,1,11572,,,,213,2970,873.1849315068494,
punC_2,;punC_2,Bcr/CflA family multidrug efflux MFS transporter;purine nucleoside transporter PunC;Major Facilitator Superfamily,62,67,1.0806451612903225,1,11573,,,,684,1260,1238.6612903225807,
group_9007,,,205,211,1.0292682926829269,1,11574,,,,585,585,585.0,
group_9008,,Probable multidrug-efflux transporter Rv1258c;hypothetical protein;JCVI: H+ Antiporter protein,209,216,1.0334928229665072,1,11575,,,,228,1272,1227.125,
group_9009,,Phosphotransferase enzyme family;hypothetical protein,208,214,1.0288461538461535,1,11576,,,,759,915,914.2710280373832,
group_9011,,HNH endonuclease;hypothetical protein,965,968,1.0031088082901554,1,11578,,,,213,648,629.2809917355372,Kp_00599
group_9012,,TrbL/VirB6 plasmid conjugal transfer protein,74,78,1.054054054054054,1,11579,,,,1035,1041,1040.923076923077,
