query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
group_6280	1332071.L581_1449	4.13e-100	293.0	2AU4N@1|root,31JRB@2|Bacteria,1RJ9M@1224|Proteobacteria,1S62B@1236|Gammaproteobacteria,4051P@613|Serratia	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6285	291112.PAU_03961	1.27e-116	337.0	28PRF@1|root,2ZCD9@2|Bacteria,1RAE1@1224|Proteobacteria,1S31H@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
yafY	573.JG24_22105	2.83e-92	271.0	COG2378@1|root,32TZC@2|Bacteria,1N1WD@1224|Proteobacteria,1SAH1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	regulation of single-species biofilm formation	yfjS	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	-
group_6296	1484157.PSNIH2_22795	1.77e-135	406.0	28KEF@1|root,2ZA0P@2|Bacteria,1R41Q@1224|Proteobacteria,1S1KA@1236|Gammaproteobacteria,3W2T2@53335|Pantoea	1236|Gammaproteobacteria	S	Type-F conjugative transfer system pilin assembly protein	-	-	-	ko:K12061	-	-	-	-	ko00000,ko02044	3.A.7.11.1	-	-	TrbC_Ftype
group_6297	1484157.PSNIH2_22800	3.24e-55	179.0	COG0681@1|root,COG0681@2|Bacteria,1QG5F@1224|Proteobacteria,1TDIA@1236|Gammaproteobacteria,3W22A@53335|Pantoea	1236|Gammaproteobacteria	U	Signal peptidase, peptidase S26	-	-	-	ko:K12062	-	-	-	-	ko00000,ko02044	3.A.7.11.1	-	-	Peptidase_S26
traD_1~~~traD~~~traD_2~~~traD_3~~~traD_6	1484157.PSNIH2_22045	7.71e-211	615.0	COG0433@1|root,COG0433@2|Bacteria,1QUPX@1224|Proteobacteria,1T20D@1236|Gammaproteobacteria,3W05W@53335|Pantoea	1236|Gammaproteobacteria	S	TraM recognition site of TraD and TraG	-	-	-	ko:K12071	-	-	-	-	ko00000,ko02044	3.A.7.11.1	-	-	TraG-D_C,TrwB_AAD_bind
group_6299	1028307.EAE_21015	6.56e-107	308.0	29J09@1|root,305XQ@2|Bacteria,1RAQN@1224|Proteobacteria,1S23I@1236|Gammaproteobacteria,3X3TK@547|Enterobacter	1236|Gammaproteobacteria	S	Domain of unknown function (DUF1833)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1833
group_26029	1005995.GTPT_3391	2.13e-66	203.0	2EHP5@1|root,33BEY@2|Bacteria,1NGA4@1224|Proteobacteria,1SH81@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Bacterial mobilisation protein (MobC)	-	-	-	-	-	-	-	-	-	-	-	-	MobC
group_6308	573.JG24_08500	2.35e-98	289.0	28ZM9@1|root,2ZMCI@2|Bacteria,1RBQ0@1224|Proteobacteria,1S2C7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Putative bacterial toxin ydaT	-	-	-	-	-	-	-	-	-	-	-	-	YdaT_toxin
group_6310	198628.Dda3937_02284	2.79e-124	357.0	COG2801@1|root,COG2801@2|Bacteria,1MVN5@1224|Proteobacteria,1RR8F@1236|Gammaproteobacteria,2JEVP@204037|Dickeya	1236|Gammaproteobacteria	L	Integrase core domain	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,rve,rve_3
group_6319	35703.DQ02_12570	1.89e-143	409.0	28IY5@1|root,2Z8VY@2|Bacteria,1RC9Z@1224|Proteobacteria,1RPQ5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6328	1484157.PSNIH2_22860	3.87e-78	245.0	2AUYE@1|root,31KMX@2|Bacteria,1QIHI@1224|Proteobacteria,1TGC5@1236|Gammaproteobacteria,3W1US@53335|Pantoea	1236|Gammaproteobacteria	S	Type IV conjugative transfer system lipoprotein (TraV)	-	-	-	-	-	-	-	-	-	-	-	-	TraV
group_6329	1484157.PSNIH2_22865	9.68e-85	262.0	COG1651@1|root,COG1651@2|Bacteria,1QIGM@1224|Proteobacteria,1TGB5@1236|Gammaproteobacteria,3W1NX@53335|Pantoea	1236|Gammaproteobacteria	O	Required for disulfide bond formation in some periplasmic proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6336	500640.CIT292_09193	3.44e-298	816.0	COG1842@1|root,COG1842@2|Bacteria,1QUUT@1224|Proteobacteria,1RPDD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	KT	Phage shock protein A	-	-	-	-	-	-	-	-	-	-	-	-	TrbI
group_6333	500640.CIT292_09192	6.09e-79	235.0	28NPY@1|root,2ZBPP@2|Bacteria,1R85U@1224|Proteobacteria,1S4SA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Conjugal transfer protein	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6334	590409.Dd586_2664	1.25e-123	357.0	COG0741@1|root,COG0741@2|Bacteria,1N00I@1224|Proteobacteria,1S0XN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM invasin domains)	-	-	-	ko:K03194	ko03070,map03070	M00333	-	-	ko00000,ko00001,ko00002,ko02044	-	-	-	SLT
nucH	1484157.PSNIH2_21780	5.71e-50	167.0	COG1525@1|root,COG1525@2|Bacteria,1N145@1224|Proteobacteria,1S9I3@1236|Gammaproteobacteria,3W1WF@53335|Pantoea	1236|Gammaproteobacteria	L	Staphylococcal nuclease homologue	-	-	-	-	-	-	-	-	-	-	-	-	Excalibur,SNase
group_6344	1484157.PSNIH2_21770	1.53e-104	323.0	28KPS@1|root,2ZA7W@2|Bacteria,1QEZJ@1224|Proteobacteria,1SNQ1@1236|Gammaproteobacteria,3W0K5@53335|Pantoea	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1173)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1173
xerC_4~~~xerC_1~~~xerC_2~~~xerC_3~~~xerC_5	1249634.D781_3627	1.36e-196	556.0	COG0582@1|root,COG0582@2|Bacteria,1QJUQ@1224|Proteobacteria,1RQEZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_5,Phage_integrase
group_28295	754331.AEME01000001_gene3602	3.85e-38	141.0	COG1196@1|root,COG1196@2|Bacteria,1NEHE@1224|Proteobacteria,1SFGC@1236|Gammaproteobacteria,3XR8S@561|Escherichia	1236|Gammaproteobacteria	D	Ead/Ea22-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Ead_Ea22
group_6353	1224136.AMFN01000002_gene96	1.61e-47	163.0	COG0847@1|root,COG0847@2|Bacteria,1R9YS@1224|Proteobacteria,1S23K@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	3' exoribonuclease, RNase T-like	-	-	-	-	-	-	-	-	-	-	-	-	DUF5051
ssb1_2~~~ssb1_4	571.MC52_30300	2.65e-100	294.0	COG0629@1|root,COG0629@2|Bacteria,1RCWT@1224|Proteobacteria,1S3WP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism	ssb	-	-	ko:K03111	ko03030,ko03430,ko03440,map03030,map03430,map03440	-	-	-	ko00000,ko00001,ko03029,ko03032,ko03400	-	-	-	SSB
group_6358	640513.Entas_4679	2.21e-233	644.0	2CCQ9@1|root,2Z7HY@2|Bacteria,1MUWR@1224|Proteobacteria,1RPKI@1236|Gammaproteobacteria,3WZYX@547|Enterobacter	1236|Gammaproteobacteria	S	Phage major capsid protein, P2 family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_cap_P2
group_6359	573.JG24_07740	8.03e-119	351.0	2DKUP@1|root,30DH1@2|Bacteria,1RDUB@1224|Proteobacteria,1RRN1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	terminase	M	-	-	-	-	-	-	-	-	-	-	-	Phage_term_smal
group_6361	1197719.A464_4520	3.62e-40	135.0	2CKXZ@1|root,318Y5@2|Bacteria,1Q15U@1224|Proteobacteria,1TAQ2@1236|Gammaproteobacteria,3ZNED@590|Salmonella	1236|Gammaproteobacteria	S	Plasmid protein of unknown function (Plasmid_RAQPRD)	-	-	-	-	-	-	-	-	-	-	-	-	Plasmid_RAQPRD
group_6368	1397284.AYMN01000080_gene5132	8.9e-133	376.0	28PRF@1|root,2ZCD9@2|Bacteria,1RAE1@1224|Proteobacteria,1S31H@1236|Gammaproteobacteria,404UW@613|Serratia	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6371	1028307.EAE_00150	1.39e-34	119.0	COG3311@1|root,COG3311@2|Bacteria	2|Bacteria	K	DNA excision	-	-	-	ko:K07733	-	-	-	-	ko00000,ko03000	-	-	-	Phage_AlpA
group_6373	1225184.ALXE01000018_gene3828	4.06e-58	182.0	2A7AP@1|root,30W7C@2|Bacteria,1REKY@1224|Proteobacteria,1S4M4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6374	640513.Entas_3071	1.31e-97	285.0	2DNA4@1|root,32WDI@2|Bacteria,1RH8K@1224|Proteobacteria,1S8YN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Phage tail tube, TTP, lambda-like	-	-	-	-	-	-	-	-	-	-	-	-	Phage_TTP_11
group_6380	1006000.GKAS_03259	1.81e-254	700.0	2C377@1|root,2Z7II@2|Bacteria,1NNYY@1224|Proteobacteria,1RMDR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	P22 coat protein - gene protein 5	-	-	-	-	-	-	-	-	-	-	-	-	P22_CoatProtein
group_6382	637910.ROD_26201	2.83e-95	281.0	29HZS@1|root,304WU@2|Bacteria,1RD9W@1224|Proteobacteria,1S51F@1236|Gammaproteobacteria,3WY05@544|Citrobacter	1236|Gammaproteobacteria	-	-	ymfL	-	-	-	-	-	-	-	-	-	-	-	-
group_6385	1484157.PSNIH2_22875	7.41e-126	380.0	COG2433@1|root,COG2433@2|Bacteria,1QUPW@1224|Proteobacteria,1T20C@1236|Gammaproteobacteria,3W1CN@53335|Pantoea	1236|Gammaproteobacteria	U	Bacterial conjugation TrbI-like protein	traB	-	-	ko:K12065	-	-	-	-	ko00000,ko02044	3.A.7.11.1	-	-	TrbI
group_6388	579405.Dd703_2943	9.7e-178	508.0	COG3843@1|root,COG3843@2|Bacteria,1N5MW@1224|Proteobacteria,1S1DN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	PFAM Relaxase mobilization nuclease family protein	-	-	-	-	-	-	-	-	-	-	-	-	Relaxase
group_6396	573.JG24_07745	5.71e-83	248.0	2CM6Y@1|root,32SDV@2|Bacteria,1N0DS@1224|Proteobacteria,1S9D3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	head completion	L	-	-	-	-	-	-	-	-	-	-	-	Phage_GPL
group_6395	573.JG24_07750	4.44e-34	117.0	COG5004@1|root,COG5004@2|Bacteria	2|Bacteria	U	Tail protein	X	-	-	-	-	-	-	-	-	-	-	-	Phage_tail_X
group_6406	1484157.PSNIH2_22885	1.24e-109	334.0	28HGW@1|root,2Z7SN@2|Bacteria,1QIIR@1224|Proteobacteria,1TGDJ@1236|Gammaproteobacteria,3W20S@53335|Pantoea	1236|Gammaproteobacteria	S	TraK protein	-	-	-	ko:K12066	-	-	-	-	ko00000,ko02044	3.A.7.11.1	-	-	TraK
group_6407	35703.DQ02_13150	1.38e-102	296.0	COG1974@1|root,COG1974@2|Bacteria,1MZFA@1224|Proteobacteria,1S5X5@1236|Gammaproteobacteria,3WYI5@544|Citrobacter	1236|Gammaproteobacteria	L	Peptidase S24-like	umuD	-	-	ko:K03503	-	-	-	-	ko00000,ko01000,ko01002,ko03400	-	-	-	Peptidase_S24
group_6417	573.JG24_07760	1.08e-114	330.0	COG3772@1|root,COG3772@2|Bacteria,1R9M4@1224|Proteobacteria,1RYN2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Phage lysozyme	-	-	3.2.1.17	ko:K01185	-	-	-	-	ko00000,ko01000	-	-	-	Phage_lysozyme
group_6416	362663.ECP_4526	1.29e-48	158.0	2E5U4@1|root,330IF@2|Bacteria,1NAXJ@1224|Proteobacteria,1SEME@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6420	1484157.PSNIH2_22890	3.93e-60	199.0	2AUZ1@1|root,31KNK@2|Bacteria,1QII6@1224|Proteobacteria,1TGCY@1236|Gammaproteobacteria,3W1XJ@53335|Pantoea	1236|Gammaproteobacteria	S	TraE protein	-	-	-	ko:K12067	-	-	-	-	ko00000,ko02044	3.A.7.11.1	-	-	TraE
group_6421	1484157.PSNIH2_22900	5.22e-27	103.0	2AV0H@1|root,31KQB@2|Bacteria,1QIK1@1224|Proteobacteria,1TGF3@1236|Gammaproteobacteria,3W27J@53335|Pantoea	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6426	716541.ECL_02864	2.31e-99	290.0	2BX0J@1|root,30H36@2|Bacteria,1R6TW@1224|Proteobacteria,1RZIA@1236|Gammaproteobacteria,3X369@547|Enterobacter	1236|Gammaproteobacteria	S	Phage regulatory protein CII (CP76)	-	-	-	-	-	-	-	-	-	-	-	-	Phage_CP76
group_6427	573.JG24_07765	2.27e-38	133.0	2EIFT@1|root,33C75@2|Bacteria,1NI6R@1224|Proteobacteria,1SIK0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6428	573.JG24_07770	3.31e-101	293.0	2CBI4@1|root,32FCQ@2|Bacteria,1RKZP@1224|Proteobacteria,1S74X@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	P2 phage tail completion R	-	-	-	-	-	-	-	-	-	-	-	-	P2_Phage_GpR
group_6432	198628.Dda3937_01766	1.07e-35	122.0	2E15E@1|root,32WKD@2|Bacteria,1N251@1224|Proteobacteria,1S9SV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6433	573.JG24_07775	1.63e-103	304.0	COG5005@1|root,COG5005@2|Bacteria,1MZCV@1224|Proteobacteria,1S3YZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	(tail completion) protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_tail_S
group_6434	573.JG24_07780	4.52e-124	355.0	COG4540@1|root,COG4540@2|Bacteria,1N2WK@1224|Proteobacteria,1RRER@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	baseplate assembly protein	V	-	-	-	-	-	-	-	-	-	-	-	Phage_base_V
group_6440	573.JG24_00155	4.28e-50	160.0	2EMA4@1|root,33EZ5@2|Bacteria,1NIZC@1224|Proteobacteria,1SHMD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TrbC
group_6442	481805.EcolC_3427	0.0	931.0	COG5002@1|root,COG5002@2|Bacteria,1QTV1@1224|Proteobacteria,1T1I6@1236|Gammaproteobacteria,3XPHY@561|Escherichia	1236|Gammaproteobacteria	T	Member of a two-component regulatory system	cusS	-	2.7.13.3	ko:K07636,ko:K07644	ko02020,map02020	M00434,M00452,M00745	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko01504,ko02022	-	-	-	HAMP,HATPase_c,HisKA
group_6458	1453496.AT03_13470	1.11e-22	90.9	2CDJH@1|root,2ZKWN@2|Bacteria,1P849@1224|Proteobacteria,1SVRA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tetA_3	521000.PROVRETT_07050	1.04e-176	504.0	COG0477@1|root,COG2814@2|Bacteria,1MVSH@1224|Proteobacteria,1RYB9@1236|Gammaproteobacteria,3Z8XM@586|Providencia	1236|Gammaproteobacteria	EGP	COG0477 Permeases of the major facilitator superfamily	tetA	-	-	ko:K08151	-	M00668	-	-	ko00000,ko00002,ko01504,ko02000	2.A.1.2.38,2.A.1.2.39,2.A.1.2.4,2.A.1.2.41,2.A.1.2.68,2.A.1.2.75	-	-	MFS_1,Sugar_tr
group_6462	399742.Ent638_0464	0.0	1063.0	COG0433@1|root,COG0433@2|Bacteria,1MVE1@1224|Proteobacteria,1RQA0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	COG0433 Predicted ATPase	-	-	-	ko:K19173	-	-	-	-	ko00000,ko02048	-	-	-	-
group_6463	469595.CSAG_04144	0.0	1144.0	COG3950@1|root,COG3950@2|Bacteria,1QZJ9@1224|Proteobacteria,1T484@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	AAA ATPase domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_15,AAA_21
group_6465	7213.XP_004532099.1	0.0	1232.0	2D8P6@1|root,2TAZZ@2759|Eukaryota,3962H@33154|Opisthokonta,3CAG7@33208|Metazoa,3DRN7@33213|Bilateria,427U7@6656|Arthropoda,3SQXQ@50557|Insecta	33208|Metazoa	S	Chain length determinant protein	-	-	-	-	-	-	-	-	-	-	-	-	Wzz
group_6472	1440052.EAKF1_ch0554c	2.83e-262	720.0	COG3500@1|root,COG3500@2|Bacteria,1MXT8@1224|Proteobacteria,1RMKC@1236|Gammaproteobacteria,3XQXC@561|Escherichia	1236|Gammaproteobacteria	S	Phage late control gene D protein (GPD)	-	-	-	ko:K06905	-	-	-	-	ko00000	-	-	-	Phage_GPD
group_6474	1484158.PSNIH1_19985	1.38e-74	229.0	COG1403@1|root,COG1403@2|Bacteria,1N3DJ@1224|Proteobacteria,1RTYP@1236|Gammaproteobacteria,3W0YR@53335|Pantoea	1236|Gammaproteobacteria	L	HNH nucleases	-	-	-	-	-	-	-	-	-	-	-	-	-
group_28308	1116375.VEJY3_11835	3.68e-40	143.0	2E0BM@1|root,32VYT@2|Bacteria,1N3JY@1224|Proteobacteria,1SV39@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	T5orf172	-	-	-	-	-	-	-	-	-	-	-	-	T5orf172
group_6475	637910.ROD_20691	5.07e-173	487.0	COG0582@1|root,COG0582@2|Bacteria,1PDPN@1224|Proteobacteria,1RR69@1236|Gammaproteobacteria,3WVBI@544|Citrobacter	1236|Gammaproteobacteria	L	Phage integrase, N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Integrase_1,Phage_int_SAM_2
group_6479	66269.NL54_06135	7.82e-128	362.0	2DM7W@1|root,3241P@2|Bacteria,1RJKP@1224|Proteobacteria,1S74M@1236|Gammaproteobacteria,3W0VW@53335|Pantoea	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2778)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2778
group_6481	932213.SPM24T3_13885	3.46e-62	201.0	29996@1|root,2ZWCD@2|Bacteria,1REE2@1224|Proteobacteria,1S55E@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6482	1332071.L581_1793	8.47e-144	417.0	COG3440@1|root,COG3440@2|Bacteria,1NIFP@1224|Proteobacteria,1RWD4@1236|Gammaproteobacteria,405FS@613|Serratia	1236|Gammaproteobacteria	V	HNH endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	HNH_2
group_6483	228405.HNE_0284	4.34e-247	713.0	COG5635@1|root,COG5635@2|Bacteria,1QXGW@1224|Proteobacteria,2TX9Y@28211|Alphaproteobacteria	28211|Alphaproteobacteria	T	Restriction endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6497	500640.CIT292_08112	2.17e-79	237.0	COG4316@1|root,COG4316@2|Bacteria,1RHXU@1224|Proteobacteria,1S885@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	DUF2251
group_6502	1166130.H650_18190	7.14e-190	528.0	28H9R@1|root,2Z7MD@2|Bacteria,1MVTR@1224|Proteobacteria,1RMPH@1236|Gammaproteobacteria,3X0IF@547|Enterobacter	1236|Gammaproteobacteria	S	Domain of unknown function (DUF932)	yfjQ	-	-	-	-	-	-	-	-	-	-	-	DUF932
group_26839	561231.Pecwa_0676	0.0	1276.0	COG1196@1|root,COG1196@2|Bacteria,1PRIC@1224|Proteobacteria,1RZK5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	D	(ABC) transporter	-	-	-	-	-	-	-	-	-	-	-	-	PHP_C
group_6519	1332071.L581_4281	2.2e-61	202.0	COG3710@1|root,COG3710@2|Bacteria,1MYED@1224|Proteobacteria,1S6U1@1236|Gammaproteobacteria,4052X@613|Serratia	1236|Gammaproteobacteria	K	Transcriptional regulatory protein, C terminal	-	-	-	-	-	-	-	-	-	-	-	-	Trans_reg_C
group_11378	371042.NG99_01150	2.54e-23	95.5	2BXWI@1|root,33CJJ@2|Bacteria,1NNP6@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_6535	469595.CSAG_04143	0.0	934.0	COG0210@1|root,COG0210@2|Bacteria,1MXKP@1224|Proteobacteria,1RZY8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	DNA helicase	-	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AAA_19,UvrD-helicase
group_6536	1536775.H70737_09675	3.34e-135	390.0	COG0656@1|root,COG0656@2|Bacteria,1TPM1@1239|Firmicutes,4H9XJ@91061|Bacilli,26SCG@186822|Paenibacillaceae	91061|Bacilli	S	Reductase	-	-	1.1.1.346	ko:K06221	-	-	R08878	RC00089	ko00000,ko01000	-	-	-	Aldo_ket_red
eno_2~~~eno_1	1166016.W5S_3462	6.78e-289	791.0	COG0148@1|root,COG0148@2|Bacteria,1MU1N@1224|Proteobacteria,1RNQA@1236|Gammaproteobacteria,1MQ48@122277|Pectobacterium	1236|Gammaproteobacteria	F	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	-	-	4.2.1.11	ko:K01689	ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066	M00001,M00002,M00003,M00346,M00394	R00658	RC00349	ko00000,ko00001,ko00002,ko01000,ko03019,ko04147	-	-	-	Enolase_C,Enolase_N
group_6567	573.JG24_28645	0.0	1961.0	COG3696@1|root,COG3696@2|Bacteria,1NUIV@1224|Proteobacteria,1SP6I@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	cusA	GO:0000041,GO:0003674,GO:0005215,GO:0005375,GO:0005488,GO:0005507,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006825,GO:0006873,GO:0006875,GO:0006878,GO:0006950,GO:0008150,GO:0008324,GO:0009636,GO:0009987,GO:0010035,GO:0010038,GO:0010272,GO:0010273,GO:0015075,GO:0015080,GO:0015318,GO:0015673,GO:0015679,GO:0016020,GO:0016021,GO:0019725,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0031224,GO:0034220,GO:0035434,GO:0042221,GO:0042592,GO:0043167,GO:0043169,GO:0044425,GO:0044464,GO:0046688,GO:0046872,GO:0046873,GO:0046914,GO:0046915,GO:0046916,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0055065,GO:0055070,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0060003,GO:0061687,GO:0065007,GO:0065008,GO:0071944,GO:0097501,GO:0098655,GO:0098660,GO:0098662,GO:0098754,GO:0098771,GO:1902601,GO:1990169	-	ko:K07787	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.6.1.4	-	iB21_1397.B21_00525,iECBD_1354.ECBD_3087,iECB_1328.ECB_00536,iECD_1391.ECD_00536	ACR_tran
envR~~~envR_2	640513.Entas_3068	9.22e-222	649.0	COG1196@1|root,COG2911@1|root,COG1196@2|Bacteria,COG2911@2|Bacteria,1N9K5@1224|Proteobacteria,1SE7W@1236|Gammaproteobacteria	1236|Gammaproteobacteria	D	lytic transglycosylase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
araD_2~~~araD_1	214092.YPO3326	7.97e-134	383.0	COG0235@1|root,COG0235@2|Bacteria,1MU54@1224|Proteobacteria,1RMIP@1236|Gammaproteobacteria,41DU8@629|Yersinia	1236|Gammaproteobacteria	G	L-ribulose-5-phosphate 4-epimerase	araD	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0008150,GO:0008152,GO:0008270,GO:0008742,GO:0009056,GO:0016052,GO:0016829,GO:0016830,GO:0016832,GO:0016853,GO:0016854,GO:0016857,GO:0019321,GO:0019323,GO:0043167,GO:0043169,GO:0044238,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046872,GO:0046914,GO:0071704,GO:1901575	5.1.3.4	ko:K03077	ko00040,ko00053,ko01100,ko01120,map00040,map00053,map01100,map01120	M00550	R05850	RC01479	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldolase_II
iroB	362663.ECP_0306	1.05e-274	750.0	COG1819@1|root,COG1819@2|Bacteria,1PVBZ@1224|Proteobacteria,1RR45@1236|Gammaproteobacteria	1236|Gammaproteobacteria	CG	Protein of unknown function (DUF1205)	iroB	-	-	-	-	-	-	-	-	-	-	-	DUF1205
symE~~~symE_2	1006000.GKAS_01704	9.08e-39	132.0	2DM63@1|root,31VID@2|Bacteria,1RIS1@1224|Proteobacteria,1S7E6@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Involved in the degradation and recycling of damaged RNA. It is itself a target for degradation by the ATP-dependent protease Lon	symE	GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009432,GO:0009605,GO:0009892,GO:0009987,GO:0009991,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0019222,GO:0019439,GO:0031668,GO:0033554,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0050896,GO:0051716,GO:0060255,GO:0065007,GO:0071496,GO:0071704,GO:0090304,GO:1901360,GO:1901361,GO:1901575	-	ko:K19048	-	-	-	-	ko00000,ko02048	-	-	-	SymE_toxin
group_6587	1006000.GKAS_04626	1.02e-204	568.0	COG2421@1|root,COG2421@2|Bacteria,1N12N@1224|Proteobacteria,1SYH5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Acetamidase	fmdA	-	3.5.1.4	ko:K01426	ko00330,ko00360,ko00380,ko00627,ko00643,ko01120,map00330,map00360,map00380,map00627,map00643,map01120	-	R02540,R03096,R03180,R03909,R05551,R05590	RC00010,RC00100,RC00950,RC01025	ko00000,ko00001,ko01000	-	-	-	FmdA_AmdA
